title,addr,mapx,mapy,contenttypeid
테크노폴리스중앙공원,대구광역시 달성군 유가읍 테크노공원로 58,128.4594213,35.6915099,12
파계사,대구광역시 동구 파계로 741,128.6410244,36.0014476,12
팔거산성,대구광역시 북구 노곡동,128.5687302,35.92539377,12
팔공문화원,대구광역시 동구 팔공로197길 25,128.6891965,35.95597309,14
팔공산 케이블카,대구광역시 동구 팔공산로185길 51,128.69487,35.99084703,12
팔공산국립공원(군위군),대구광역시 군위군 부계면 남산리,128.6405815,36.04929772,12
팔공산국립공원(동화사지구),대구광역시 동구 동화사1길 1,128.6961616,35.98993882,12
팔공산국립공원(파계사지구),대구광역시 동구 파계로 741,128.6365886,36.00629419,12
팔공산분수광장,대구광역시 동구 용수동 27-5,128.697092,35.98957221,12
팔공산심천랜드,대구광역시 동구 서촌로 145 (송정동),128.6205016,35.986785,12
팔공산온천관광호텔(온천),대구광역시 동구 팔공산로185길 11 (용수동),128.6917258,35.99087474,12
팔공산하늘정원,대구광역시 군위군 부계면 원효길 576,128.6970633,36.02343504,12
팔현생태공원,대구광역시 수성구 팔현길 88-46,128.6731142,35.87043526,12
팜다원,대구광역시 수성구 범물동,128.6650779,35.80003196,12
패션디자인개발지원센터,대구광역시 북구 유통단지로14길 17,128.6117269,35.90616897,14
패션주얼리전문타운,대구광역시 중구 경상감영길 176,128.5966958,35.87175314,14
평광동 사과마을,대구광역시 동구 도평로116길 37,128.6902748,35.93298405,12
하이마트 음악감상실,대구광역시 중구 동성로6길 45 (공평동),128.5979069,35.8690257,12
학산공원,대구광역시 달서구 월성동 산10-1,128.5383411,35.82815978,12
학소대,대구광역시 군위군 삼국유사면 화북리,128.7795253,36.12954398,12
한국뇌연구원,대구광역시 동구 첨단로 61 (신서동),128.7302144,35.88185725,12
한국전선문화관,대구광역시 중구 북성로 104-11 (향촌동),128.593996,35.87389452,14
한밤마을,대구광역시 군위군 부계면 한티로 2137-3,128.6549493,36.0593163,12
한밤마을돌담길,대구광역시 군위군 부계면 대율리,128.6530995,36.05919961,12
한영아트센터,대구광역시 수성구 수성동4가,128.6171083,35.86005207,14
한천서원,대구광역시 달성군 가창면 가창동로 117,128.6544128,35.78018401,12
함지근린공원,대구광역시 북구 동암로38길 12 (구암동),128.5694296,35.94257795,12
해맞이공원,대구광역시 동구 효목동,128.6457245,35.88464426,12
행복북구문화재단 어울아트센터,대구광역시 북구 구암로 47,128.5466429,35.93477564,14
향사례 대구시민단,대구광역시 북구 연암공원로 89,128.6012669,35.89809469,12
향촌문화관,대구광역시 중구 중앙대로 449,128.5941849,35.87336125,14
향토역사관,대구광역시 중구 달성공원로 35,128.5759199,35.87340257,14
현풍 500년 느티나무 테마공원,대구광역시 달성군 현풍면 비슬로 741,128.4383062,35.70187779,12
현풍곽씨십이정려각,대구광역시 달성군 현풍면 지동길 3,128.4294385,35.66669827,12
현풍석빙고(상리석빙고),대구광역시 달성군 현풍읍 상리1길 36,128.4502913,35.69790901,12
현풍포교당,대구광역시 달성군 현풍면 현풍동로27길 54-6,128.4465583,35.69818947,12
현풍향교,대구광역시 달성군 현풍면 현풍동로20길 27-8,128.4517911,35.70158918,12
혜원의 집 (영화 리틀포레스트 촬영지),대구광역시 군위군 우보면 미성5길 58-1,128.6645451,36.17978058,12
호림강나루공원(호림공원),대구광역시 달서구 대천동 900,128.4846568,35.83412479,12
호산공원,대구광역시 달서구 달서대로109길 70,128.4839536,35.84902586,12
호수농원,대구광역시 달성군 다사읍 박곡리,128.4950211,35.88430541,12
홍의장군 곽망우당 묘소,대구광역시 달성군 구지면 대암리,128.4046972,35.62927149,12
화계서원,대구광역시 군위군 의흥면 금양3길 16-3,128.7445892,36.13807014,12
화본마을,대구광역시 군위군 산성면 산성가음로 722,128.6961466,36.12782318,12
화산산성,대구광역시 군위군 고로면 화북리,128.7813732,36.09831423,12
화암서원,대구광역시 북구 노곡로5길 7-18,128.5617258,35.90572087,12
화원동산,대구광역시 달성군 화원읍 사문진로1길 40-14,128.4821853,35.81328821,12
화원자연휴양림,대구광역시 달성군 화원읍 화원휴양림길 126,128.5367595,35.77183001,12
화장사(대구),대구광역시 달성군 화원읍 비슬로522길 41,128.50177,35.80274254,12
환성정,대구광역시 북구 호국로51길 45-17,128.5934474,35.92503038,12
회진당원의대사지비,대구광역시 동구 파계로 741,128.6410022,36.00136428,12
효령사(장군당),대구광역시 군위군 효령면 장군당1길 35-1,128.5715105,36.12264367,12
희움 일본군 위안부 역사관,대구광역시 중구 경상감영길 50 (서문로1가),128.5902325,35.87144195,14
2·28 기념중앙공원,대구광역시 중구 동성로2길 80 (공평동),128.597182,35.86933676,12
2·28 민주운동기념회관,대구광역시 중구 남산동 2113-10,128.5903996,35.85839065,14
3.1만세운동길,대구광역시 중구 동산동,128.5866246,35.86784229,12
FXCO (펙스코),대구광역시 북구 엑스코로 3,128.612213,35.90589679,12
MRNW,대구광역시 북구 호국로 300-22 (서변동),128.6007716,35.93002162,12
